Facility ID,Name,Address,License Type,License Number,Last Inspection Date,Inspection Purpose,Total Violations,Critical Violations,Violation Details
87,LENA'S LITO,404 BROAD STREET PROVIDENCE RI 02907,Caterer or Commissary,FSV37863,07-01-2025,Routine,2,0,"49 - non-food contact surfaces clean | 55 - physical facilities installed, maintained, & clean"
87,LENA'S LITO,404 BROAD STREET PROVIDENCE RI 02907,Caterer or Commissary,FSV37863,04-02-2025,Re-Inspection,1,0,49 - non-food contact surfaces clean
88,CILANTER,CILANTER PROVIDENCE RI 02903,Seats - Less than 50,FSV37446,08-30-2025,Routine,8,0,"22 - proper cold holding temperatures | 39 - contamination prevented during food preparation, storage, & display | 55 - physical facilities installed, maintained, & clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 10 - adequate handwashing sinks properly supplied and accessible | 15 - food separated and protected"
88,CILANTER,CILANTER PROVIDENCE RI 02903,Seats - Less than 50,FSV37446,07-01-2025,Re-Inspection,7,0,"52 - sewage & waste water properly disposed | 39 - contamination prevented during food preparation, storage, & display | 53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device | 15 - food separated and protected | 49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
88,CILANTER,CILANTER PROVIDENCE RI 02903,Seats - Less than 50,FSV37446,03-03-2025,Routine,4,1,"52 - sewage & waste water properly disposed | 15 - food separated and protected | 53 - toilet facilities: properly constructed, supplied, & cleaned | 49 - non-food contact surfaces clean"
89,PLAYA BOWLS,PLAYA BOWLS WAKEFIELD RI 02879,Seats - Less than 50,FSV37850,08-30-2025,Routine,6,0,"10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 49 - non-food contact surfaces clean | 15 - food separated and protected"
89,PLAYA BOWLS,PLAYA BOWLS WAKEFIELD RI 02879,Seats - Less than 50,FSV37850,06-01-2025,Follow-up,4,1,"53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures | 55 - physical facilities installed, maintained, & clean | 51 - plumbing installed: proper backflow device"
89,PLAYA BOWLS,PLAYA BOWLS WAKEFIELD RI 02879,Seats - Less than 50,FSV37850,03-03-2025,Routine,4,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 15 - food separated and protected | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed"
90,EMBER & OAK CATERING,691 MAIN STREET WARREN RI 02885,Caterer or Commissary,FSV37857,09-29-2025,Routine,4,0,"22 - proper cold holding temperatures | 51 - plumbing installed: proper backflow device | 53 - toilet facilities: properly constructed, supplied, & cleaned | 49 - non-food contact surfaces clean"
90,EMBER & OAK CATERING,691 MAIN STREET WARREN RI 02885,Caterer or Commissary,FSV37857,06-01-2025,Re-Inspection,3,0,"49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 10 - adequate handwashing sinks properly supplied and accessible"
90,EMBER & OAK CATERING,691 MAIN STREET WARREN RI 02885,Caterer or Commissary,FSV37857,03-03-2025,Environmental Complaint,4,0,"49 - non-food contact surfaces clean | 51 - plumbing installed: proper backflow device | 53 - toilet facilities: properly constructed, supplied, & cleaned | 10 - adequate handwashing sinks properly supplied and accessible"
90,EMBER & OAK CATERING,691 MAIN STREET WARREN RI 02885,Caterer or Commissary,FSV37857,12-03-2024,Re-Inspection,4,1,"15 - food separated and protected | 49 - non-food contact surfaces clean | 55 - physical facilities installed, maintained, & clean | 22 - proper cold holding temperatures"
91,LAS CIBAENAS,777 ELMWOOD AVENUE PROVIDENCE RI 02907,Seats - Less than 50,FSV37854,08-30-2025,Re-Inspection,7,2,"55 - physical facilities installed, maintained, & clean | 52 - sewage & waste water properly disposed | 39 - contamination prevented during food preparation, storage, & display | 51 - plumbing installed: proper backflow device | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 10 - adequate handwashing sinks properly supplied and accessible | 15 - food separated and protected"
91,LAS CIBAENAS,777 ELMWOOD AVENUE PROVIDENCE RI 02907,Seats - Less than 50,FSV37854,07-01-2025,Re-Inspection,6,0,"15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display | 49 - non-food contact surfaces clean | 53 - toilet facilities: properly constructed, supplied, & cleaned"
91,LAS CIBAENAS,777 ELMWOOD AVENUE PROVIDENCE RI 02907,Seats - Less than 50,FSV37854,03-03-2025,Routine,7,2,"53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed | 51 - plumbing installed: proper backflow device | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 49 - non-food contact surfaces clean | 22 - proper cold holding temperatures | 39 - contamination prevented during food preparation, storage, & display"
92,CAFE 99,99 FORTIN RD KINGSTON RI 02881,Seats - Less than 50,FSV37856,09-29-2025,Routine,5,2,"49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible | 55 - physical facilities installed, maintained, & clean"
92,CAFE 99,99 FORTIN RD KINGSTON RI 02881,Seats - Less than 50,FSV37856,07-01-2025,Re-Inspection,3,0,49 - non-food contact surfaces clean | 51 - plumbing installed: proper backflow device | 52 - sewage & waste water properly disposed
92,CAFE 99,99 FORTIN RD KINGSTON RI 02881,Seats - Less than 50,FSV37856,03-03-2025,Re-Inspection,5,2,"39 - contamination prevented during food preparation, storage, & display | 15 - food separated and protected | 51 - plumbing installed: proper backflow device | 49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
93,THE HARRIS,666 MAIN STREET COVENTRY RI 02816,Caterer or Commissary,FSV37852,09-29-2025,Routine,3,0,"15 - food separated and protected | 55 - physical facilities installed, maintained, & clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
93,THE HARRIS,666 MAIN STREET COVENTRY RI 02816,Caterer or Commissary,FSV37852,06-01-2025,Re-Inspection,3,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display"
93,THE HARRIS,666 MAIN STREET COVENTRY RI 02816,Caterer or Commissary,FSV37852,03-03-2025,Routine,0,0,None
94,SECRET GARDEN BAKERY,75 SHENANDOAH RD WARWICK RI 02886,Cottage Food Manufacture,FPR06206,09-29-2025,Routine,8,1,"52 - sewage & waste water properly disposed | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 53 - toilet facilities: properly constructed, supplied, & cleaned | 10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device | 49 - non-food contact surfaces clean | 15 - food separated and protected | 22 - proper cold holding temperatures"
94,SECRET GARDEN BAKERY,75 SHENANDOAH RD WARWICK RI 02886,Cottage Food Manufacture,FPR06206,06-01-2025,Routine,6,1,"49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display | 51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 53 - toilet facilities: properly constructed, supplied, & cleaned"
94,SECRET GARDEN BAKERY,75 SHENANDOAH RD WARWICK RI 02886,Cottage Food Manufacture,FPR06206,04-02-2025,Environmental Complaint,6,1,"22 - proper cold holding temperatures | 49 - non-food contact surfaces clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display"
95,GNOME AND LEMMING,71 S. COMSTOCK PARKWAY CRANSTON RI 02921,Cottage Food Manufacture,FPR06204,09-29-2025,Routine,8,1,"49 - non-food contact surfaces clean | 15 - food separated and protected | 55 - physical facilities installed, maintained, & clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 52 - sewage & waste water properly disposed | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
95,GNOME AND LEMMING,71 S. COMSTOCK PARKWAY CRANSTON RI 02921,Cottage Food Manufacture,FPR06204,06-01-2025,Routine,7,2,"15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures | 51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean"
95,GNOME AND LEMMING,71 S. COMSTOCK PARKWAY CRANSTON RI 02921,Cottage Food Manufacture,FPR06204,03-03-2025,Environmental Complaint,4,0,"55 - physical facilities installed, maintained, & clean | 51 - plumbing installed: proper backflow device | 15 - food separated and protected | 39 - contamination prevented during food preparation, storage, & display"
96,BURGER KING NO 1461,1375 HARTFORD AVE JOHNSTON RI 02919,Seats - 50 or More,FSV34135,08-30-2025,Environmental Complaint,6,2,"39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 22 - proper cold holding temperatures | 51 - plumbing installed: proper backflow device | 15 - food separated and protected"
96,BURGER KING NO 1461,1375 HARTFORD AVE JOHNSTON RI 02919,Seats - 50 or More,FSV34135,06-01-2025,Re-Inspection,6,2,"49 - non-food contact surfaces clean | 15 - food separated and protected | 52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned | 55 - physical facilities installed, maintained, & clean | 10 - adequate handwashing sinks properly supplied and accessible"
96,BURGER KING NO 1461,1375 HARTFORD AVE JOHNSTON RI 02919,Seats - 50 or More,FSV34135,04-02-2025,Routine,6,1,"49 - non-food contact surfaces clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display | 22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible"
96,BURGER KING NO 1461,1375 HARTFORD AVE JOHNSTON RI 02919,Seats - 50 or More,FSV34135,12-03-2024,Re-Inspection,3,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 49 - non-food contact surfaces clean | 15 - food separated and protected"
97,FELLINI PIZZERIA,2190 BROAD ST CRANSTON RI 02905,Seats - 50 or More,FSV30333,08-30-2025,Follow-up,6,0,"51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures | 55 - physical facilities installed, maintained, & clean | 49 - non-food contact surfaces clean"
97,FELLINI PIZZERIA,2190 BROAD ST CRANSTON RI 02905,Seats - 50 or More,FSV30333,07-01-2025,Routine,4,2,10 - adequate handwashing sinks properly supplied and accessible | 52 - sewage & waste water properly disposed | 49 - non-food contact surfaces clean | 22 - proper cold holding temperatures
97,FELLINI PIZZERIA,2190 BROAD ST CRANSTON RI 02905,Seats - 50 or More,FSV30333,04-02-2025,Routine,2,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 15 - food separated and protected"
98,CILANTER,CILANTER PROVIDENCE RI 02903,Seats - Less than 50,FSV37446,08-30-2025,Routine,4,2,49 - non-food contact surfaces clean | 51 - plumbing installed: proper backflow device | 22 - proper cold holding temperatures | 52 - sewage & waste water properly disposed
98,CILANTER,CILANTER PROVIDENCE RI 02903,Seats - Less than 50,FSV37446,07-01-2025,Environmental Complaint,4,1,"15 - food separated and protected | 55 - physical facilities installed, maintained, & clean | 52 - sewage & waste water properly disposed | 51 - plumbing installed: proper backflow device"
98,CILANTER,CILANTER PROVIDENCE RI 02903,Seats - Less than 50,FSV37446,03-03-2025,Routine,0,0,None
99,PLAYA BOWLS,PLAYA BOWLS WAKEFIELD RI 02879,Seats - Less than 50,FSV37850,09-29-2025,Routine,6,1,"52 - sewage & waste water properly disposed | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures | 51 - plumbing installed: proper backflow device | 49 - non-food contact surfaces clean"
99,PLAYA BOWLS,PLAYA BOWLS WAKEFIELD RI 02879,Seats - Less than 50,FSV37850,07-01-2025,Re-Inspection,6,0,"52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean | 15 - food separated and protected | 53 - toilet facilities: properly constructed, supplied, & cleaned | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures"
99,PLAYA BOWLS,PLAYA BOWLS WAKEFIELD RI 02879,Seats - Less than 50,FSV37850,04-02-2025,Routine,6,2,"39 - contamination prevented during food preparation, storage, & display | 51 - plumbing installed: proper backflow device | 49 - non-food contact surfaces clean | 22 - proper cold holding temperatures | 15 - food separated and protected | 55 - physical facilities installed, maintained, & clean"
100,EMBER & OAK CATERING,691 MAIN STREET WARREN RI 02885,Caterer or Commissary,FSV37857,08-30-2025,Routine,5,1,"53 - toilet facilities: properly constructed, supplied, & cleaned | 51 - plumbing installed: proper backflow device | 55 - physical facilities installed, maintained, & clean | 52 - sewage & waste water properly disposed | 39 - contamination prevented during food preparation, storage, & display"
100,EMBER & OAK CATERING,691 MAIN STREET WARREN RI 02885,Caterer or Commissary,FSV37857,07-01-2025,Routine,3,0,"51 - plumbing installed: proper backflow device | 52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned"
